window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651389941,1777651391041,Up,0.885,-0.015,0.141,-5.344,24.107,23.466
1777651389941,1777651391053,Up,0.921,-0.022,0.161,-4.794,23.237,22.443
1777651389941,1777651391060,Up,0.934,-0.027,0.156,-4.427,22.275,19.511
1777651392540,1777651392554,Up,1.112,0.236,-0.238,-1.649,-3.71,-8.672
1777651392540,1777651392573,Up,1.162,0.228,-0.21,-5.313,-3.817,-11.206
1777651392540,1777651392581,Up,1.178,0.199,-0.199,-6.794,-3.511,-14.366
1777651392540,1777651392590,Up,1.201,0.173,-0.194,-8.031,-3.206,-15.679
1777651392540,1777651392595,Up,1.21,0.161,-0.174,-8.321,-2.183,-13.954
1777651392540,1777651392611,Up,1.22,0.153,-0.158,-7.771,-0.763,-11.115
1777651392540,1777651392628,Up,1.247,0.141,-0.163,-6.87,4.198,-0.672
1777651392540,1777651392644,Up,1.271,0.135,-0.159,-6.947,7.664,5.42
1777651392540,1777651392660,Up,1.305,0.139,-0.153,-5.206,15.008,11.573
1777651392540,1777651392676,Up,1.27,0.165,-0.192,-1.511,19.878,12.656
1777651392540,1777651392686,Up,1.252,0.187,-0.196,-2.443,21.542,12.885
1777651392540,1777651392702,Up,1.234,0.198,-0.208,-3.649,23.191,13.374
1777651392540,1777651392722,Up,1.2,0.223,-0.198,-8.275,24.992,12.321
1777651392540,1777651392732,Up,1.171,0.207,-0.199,-10.244,25.115,10.305
1777651392540,1777651392740,Up,1.153,0.204,-0.187,-12.305,24.779,8.137
1777651392540,1777651392752,Up,1.134,0.191,-0.184,-14.733,25.267,6.672
1777651392540,1777651392761,Up,1.1,0.162,-0.17,-15.908,25.618,6.031
1777651392540,1777651392773,Up,1.101,0.146,-0.151,-17.145,26.244,6.962
1777651392540,1777651392791,Up,1.077,0.12,-0.147,-15.939,23.389,4.611
1777651392540,1777651392804,Up,1.07,0.116,-0.148,-16.031,22.107,5.008
1777651392540,1777651392824,Up,1.079,0.106,-0.126,-15.695,21.756,3.328
1777651392540,1777651392839,Up,1.049,0.12,-0.116,-10.87,20.702,-1.053
1777651392540,1777651392846,Up,1.034,0.125,-0.119,-10.504,21.191,0.214
1777651392540,1777651392862,Up,1.018,0.124,-0.128,-9.878,21.069,3.878
1777651392540,1777651392878,Up,1.026,0.154,-0.124,-10.244,20.473,14.565
1777651392540,1777651392900,Up,1.072,0.159,-0.13,-9.74,18.595,17.786
1777651392540,1777651392920,Up,1.095,0.181,-0.13,-11.328,21.588,14.794
1777651392540,1777651392928,Up,1.067,0.178,-0.142,-12.214,19.969,9.069
1777651392540,1777651392937,Up,1.057,0.186,-0.157,-13.618,18.26,4.473
